3,6,https://m.weibo.cn/status/ApDLdey6G?mblogid=ApDLdey6G&luicode=10000011&lfid=1076031645498083,2013/12/30,"The future belongs to those who believe in the beauty of their dreams. 未来属于那些相信梦想之美的人。<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>早安！忙碌的每一个人！ ",6447,159,270
3,7,https://m.weibo.cn/status/Apd8Rokhu?mblogid=Apd8Rokhu&luicode=10000011&lfid=1076031645498083,2013/12/27,要是午饭可以自己走到面前来就好了[ali哇][ali哇][ali哇] ,4587,97,43
3,8,https://m.weibo.cn/status/Apbpo4o5G?mblogid=Apbpo4o5G&luicode=10000011&lfid=1076031645498083,2013/12/27,如果可以，请把我留在童年里，留在青春里，留在最好的时光里。 ,8366,281,3087
3,9,https://m.weibo.cn/status/Ap7i09ja4?mblogid=Ap7i09ja4&luicode=10000011&lfid=1076031645498083,2013/12/26,"好可爱<span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;"" /></span> ",8789,158,1336
4,0,https://m.weibo.cn/status/AoXPEBjlr?mblogid=AoXPEBjlr&luicode=10000011&lfid=1076031645498083,2013/12/25,"转发马上加薪哦！！<span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span> ",4799,105,808
4,1,https://m.weibo.cn/status/AoT7Dwq77?mblogid=AoT7Dwq77&luicode=10000011&lfid=1076031645498083,2013/12/25,"在这美好的日子，没有最美的词句，没有多情的言语，没有精美的礼品，有的只是朋友深深的祝福，圣诞快乐!各位！<span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span> ",4781,156,144
4,2,https://m.weibo.cn/status/AoJkme5jv?mblogid=AoJkme5jv&luicode=10000011&lfid=1076031645498083,2013/12/24,"十二星座谁最能掉眼泪?  第一名（双鱼座）；第二名（巨蟹座）；第三名（射手座）；第四名（白羊座）；第五名（天秤座）；第六名（处女座）；第七名（金牛座）；第八名（双子座）；第九名（魔羯座）；第十名（水瓶座）；第十一名（狮子座）；第十二名（天蝎座）<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> ",5253,407,1620
4,3,https://m.weibo.cn/status/AoEaFdAhb?mblogid=AoEaFdAhb&luicode=10000011&lfid=1076031645498083,2013/12/23,其实旅行最大的好处，不是能见到多少人，见过多美的风景，而是走着走着，在一个际遇下，突然重新认识了自己。[lxhx老大] ,4833,127,1008
4,4,https://m.weibo.cn/status/Am4JmzTFm?mblogid=Am4JmzTFm&luicode=10000011&lfid=1076031645498083,2013/12/6,//<a href='/n/杨林'>@杨林</a>:转发微博,1888,64,205
4,5,https://m.weibo.cn/status/Ag9yBa4Jv?mblogid=Ag9yBa4Jv&luicode=10000011&lfid=1076031645498083,2013/10/28,【12星座几时结束单身】1.水瓶（单身到31）；2.双子（单身到30）；3.射手（单身到29）；4.摩羯（单身到28）；5.天蝎（单身到27）；6.狮子（单身到26）；7.天秤（单身到25）；8.处女（单身到24）；9.金牛（单身到23）；10.双鱼（单身到22）；11.白羊（单身到21）；12.巨蟹（单身到20） ,2947,439,2250
4,6,https://m.weibo.cn/status/Ag7oSg8gZ?mblogid=Ag7oSg8gZ&luicode=10000011&lfid=1076031645498083,2013/10/28,【12星座女别做的傻事】牡羊女（为爱情弃事业）金牛（想牢牢圈住他）双子（啥事都跟人说）巨蟹（暗恋蹉跎）狮子（拿他跟人比）处女（因为关心才念他）天秤（迁就多了失自我）天蝎（把承诺当饭吃）射手（大小姐脾气）摩羯（为他寻死觅活）水瓶（独立虽好别逞强）双鱼女（凡事太在乎） ,2616,133,1051
4,7,https://m.weibo.cn/status/AadBdaVmq?mblogid=AadBdaVmq&luicode=10000011&lfid=1076031645498083,2013/9/19,"以真诚为半径，用尊重为圆心，送朋友们一个中秋圆圆的祝福……祝愿：爱你的人更爱你，你爱的人更懂你！好事圆圆!好梦连连!祝中秋快乐，月圆人更圆!<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> ",3294,405,207
4,8,https://m.weibo.cn/status/A4woxqCpq?mblogid=A4woxqCpq&luicode=10000011&lfid=1076031645498083,2013/8/13,"感谢大家的祝福,愿天下有情人七夕节快乐. ",3852,884,58
4,9,https://m.weibo.cn/status/A4rojxjow?mblogid=A4rojxjow&luicode=10000011&lfid=1076031645498083,2013/8/12,七夕快到了，提醒大家注意了:傻气的送点花草，轻浮的领着乱跑，俗气的喝足吃饱，无聊的跳跳舞蹈，胆大的搂搂抱抱，疯狂的就地放倒，胆小的发个信息问好，没有的呆在家里好好思考！呵呵，祝大家节日快乐！ ,2569,240,320
5,0,https://m.weibo.cn/status/A3UxuiASZ?mblogid=A3UxuiASZ&luicode=10000011&lfid=1076031645498083,2013/8/9,太阳镜能避免紫外线对眼睛的损伤，但如果镜片颜色过深，会因视物不清而影响视力;如果镜片颜色过浅，紫外线仍可透过镜片损伤眼睛。因此，夏季选择太阳镜应允许15%-30%之间的可见光线穿过灰色或绿色的镜片，不但可抵御紫外线，而且视物清晰度最佳，透视外界物体颜色变化也最小。 ,1828,132,187
5,1,https://m.weibo.cn/status/A3tw8CGjn?mblogid=A3tw8CGjn&luicode=10000011&lfid=1076031645498083,2013/8/6,好热啊!大家注意不要中暑哦 ,2243,213,43
5,2,https://m.weibo.cn/status/zr42hgkDy?mblogid=zr42hgkDy&luicode=10000011&lfid=1076031645498083,2013/4/7,"远离禽流感→ →①吃熟食，不吃生鸡蛋，禽流感病毒不耐热，100℃下1分钟即可灭活。②特别注意尽量避免直接接触病死禽、畜。③勤洗手、室内勤通风换气、注意营养。④保持室内清洁。⑤若有发热及呼吸道症状，应戴上口罩，尽快就诊。（中国疾病预防控制中心）<span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span> 大家要多多注意咯 ",1151,320,469
5,3,https://m.weibo.cn/status/zq0of2GZw?mblogid=zq0of2GZw&luicode=10000011&lfid=1076031645498083,2013/3/31,"<span class=""url-icon""><img alt=[可怜] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_kelian-3e00ccdc26.png"" style=""width:1em; height:1em;"" /></span>刚收到好友的群发短信： 谁让我过愚人节、我让谁过清明节 <span class=""url-icon""><img alt=[生病] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-9098a7d928.png"" style=""width:1em; height:1em;"" /></span> ",2555,282,421
5,4,https://m.weibo.cn/status/zpEc894c0?mblogid=zpEc894c0&luicode=10000011&lfid=1076031645498083,2013/3/29,"星期五来了，可以好好休息了<span class=""url-icon""><img alt=[可爱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-7a5bf88086.png"" style=""width:1em; height:1em;"" /></span> ",1468,174,96
5,5,https://m.weibo.cn/status/zpw2g19WV?mblogid=zpw2g19WV&luicode=10000011&lfid=1076031645498083,2013/3/28,"听说以下超过三条就是准吃货。。。。1、上课偷吃过零食 2、去电影院看电影必须来桶爆米花 3、吃饱了也要来包小零食 4、嘴巴总是闲不住，哪怕吃个口香糖 5、爱甜食 6、爱膨化食品 7、爱水果 8、爱蔬菜 9、爱饮料 10、爱一切好吃的。。。 <span class=""url-icon""><img alt=[汗] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;"" /></span>全中 ",1757,207,812
5,6,https://m.weibo.cn/status/zpnAXiqTx?mblogid=zpnAXiqTx&luicode=10000011&lfid=1076031645498083,2013/3/27,"现在每天都在纠结三件事情！第一件，晚上不想睡；第二件，早上起不来；第三件，后悔昨天晚上睡太晚了！<span class=""url-icon""><img alt=[生病] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-9098a7d928.png"" style=""width:1em; height:1em;"" /></span> ",2806,359,1905
5,7,https://m.weibo.cn/status/zp5v8EnIR?mblogid=zp5v8EnIR&luicode=10000011&lfid=1076031645498083,2013/3/25,[花心]【2013年十二星座专属好运宠物】双鱼座：兔子。水瓶座：桑蚕。摩羯座：小孩。射手座：宠物猪。天蝎座：蟾蜍。天秤座：狗。处女座：猫。狮子座：画眉。巨蟹座：鹦鹉。双子座：金鱼。金牛座：仓鼠。白羊座：乌龟。 ,782,229,611
5,8,https://m.weibo.cn/status/zoN4lyk4M?mblogid=zoN4lyk4M&luicode=10000011&lfid=1076031645498083,2013/3/23,我这个累啊!我这个困啊![睡觉] ,1546,199,512
5,9,https://m.weibo.cn/status/zotBPsIRg?mblogid=zotBPsIRg&luicode=10000011&lfid=1076031645498083,2013/3/21,"【据称路由器套上易拉罐wifi信号会增强】路由器天线由原本发射的360度球面波，套上易拉罐后，能将电磁波向180度集中，这样就起到了一个使电磁波更集中的作用，因此加强了wifi无线信号。今天下班回家试试？转<span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;"" /></span>要去试试 ",840,121,1177
6,0,https://m.weibo.cn/status/zo9IShynN?mblogid=zo9IShynN&luicode=10000011&lfid=1076031645498083,2013/3/19,"似乎我们都正处于一个被小朋友叫叔叔阿姨却很不服气的尴尬年龄<span class=""url-icon""><img alt=[生病] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-9098a7d928.png"" style=""width:1em; height:1em;"" /></span> ",2779,238,792
6,1,https://m.weibo.cn/status/znZwuka61?mblogid=znZwuka61&luicode=10000011&lfid=1076031645498083,2013/3/18,"一个重大发现，一个震惊发现，一个雷人发现，一个暴汗发现：《月亮之上》的歌词竟然是从《诗经》翻译来的！神曲《忐忑》、《爱情买卖》也来自《诗经》……网友的力量太强大了，顶礼膜拜啊！ （转） <span class=""url-icon""><img alt=[汗] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;"" /></span> ",1201,152,1302
6,2,https://m.weibo.cn/status/znzzQDDd8?mblogid=znzzQDDd8&luicode=10000011&lfid=1076031645498083,2013/3/15,1.被人误解的时候能微微一笑，素养；2.受委屈的时候能坦然一笑，大度；3.吃亏的时候能开心一笑，豁达；4.无奈的时候能达观一笑，境界；5.危难的时候能泰然一笑，大气；6.被轻蔑的时候能平静一笑，自信7.失恋的时候能轻轻一笑，洒脱.今天的你笑了吗？[BOBO爱你] ,1428,194,2023
6,3,https://m.weibo.cn/status/znq5beINL?mblogid=znq5beINL&luicode=10000011&lfid=1076031645498083,2013/3/14,[bm可爱]白色情人节，你收到礼物或者接到今晚约会的电话了吗？ ,947,124,64
6,4,https://m.weibo.cn/status/zn3xdvaMa?mblogid=zn3xdvaMa&luicode=10000011&lfid=1076031645498083,2013/3/12,"今天是植树节，忙碌工作的人们，不要忘记在电脑旁放几株绿植，让你的眼睛亮起来哦！早安<span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span> ",854,97,119
6,5,https://m.weibo.cn/status/zmVIexs6R?mblogid=zmVIexs6R&luicode=10000011&lfid=1076031645498083,2013/3/11,为什么星期五到星期一这么短 而星期一到星期五这么长。。。。这不公平 o&gt;_&lt;o ,1039,127,375
6,6,https://m.weibo.cn/status/zmC7cnNIh?mblogid=zmC7cnNIh&luicode=10000011&lfid=1076031645498083,2013/3/9,"北国风光，千里风沙，万里尘飘<span class=""url-icon""><img alt=[可怜] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_kelian-3e00ccdc26.png"" style=""width:1em; height:1em;"" /></span> ",750,80,67
6,7,https://m.weibo.cn/status/zm9f2CNik?mblogid=zm9f2CNik&luicode=10000011&lfid=1076031645498083,2013/3/6,"好朋友是不管多久没见面，再见到时也不会尴尬。你会想起谁?<span class=""url-icon""><img alt=[得意地笑] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_deyidexiao-1b813ae195.png"" style=""width:1em; height:1em;"" /></span> ",889,102,685
6,8,https://m.weibo.cn/status/zm2qHie2V?mblogid=zm2qHie2V&luicode=10000011&lfid=1076031645498083,2013/3/5,"三月不减肥，四月徒伤悲，五月路人雷，六月男友没，七月被晒黑，八月待室内，九月更加肥！十月相亲累，十一月无人陪，十二月无三围，一月肉更肥，二月不知谁……阿门……<span class=""url-icon""><img alt=[晕] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yun-8746541994.png"" style=""width:1em; height:1em;"" /></span> ",870,120,829
6,9,https://m.weibo.cn/status/zlIbv25MF?mblogid=zlIbv25MF&luicode=10000011&lfid=1076031645498083,2013/3/3,"<span class=""url-icon""><img alt=[偷乐] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_toule-d37aa91a7d.png"" style=""width:1em; height:1em;"" /></span>你的周末是这样度过的嘛~ ",879,100,461
7,0,https://m.weibo.cn/status/zlikulHrw?mblogid=zlikulHrw&luicode=10000011&lfid=1076031645498083,2013/2/28,"放假通知： 2013年2月29、30、31日连续放假三天，3月1日正常上班；请大家抓紧时间，该旅游旅游，该度假度假，好好的大玩三天，特此通知，请大家相互转告，按时休息啊！<span class=""url-icon""><img alt=[笑哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-1bfd4648b7.png"" style=""width:1em; height:1em;"" /></span> ",400,115,120
7,1,https://m.weibo.cn/status/zl6KwfGYx?mblogid=zl6KwfGYx&luicode=10000011&lfid=1076031645498083,2013/2/27,"女儿：“老爸，这个世界上有很多矛盾吗？”老爸：“当然了，比如你妈，她一生就只专注两件事，吃饭和减肥。”<span class=""url-icon""><img alt=[笑哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-1bfd4648b7.png"" style=""width:1em; height:1em;"" /></span>女生们都很专注<span class=""url-icon""><img alt=[笑哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-1bfd4648b7.png"" style=""width:1em; height:1em;"" /></span> ",754,56,231
7,2,https://m.weibo.cn/status/zkWJLhpNT?mblogid=zkWJLhpNT&luicode=10000011&lfid=1076031645498083,2013/2/26,"那些走远的时光，无人可以挽留，青春不过是一指流沙；那些记忆的遗忘，无人可以阻挡，苍老亦仅是一截年华。世间最大的抱憾，是我们近在咫尺，却不懂彼此的沉默；最大的错失，是明知前方无路，却固执得不想转弯。 <span class=""url-icon""><img alt=[浮云] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-c532bc5113.png"" style=""width:1em; height:1em;"" /></span> ",630,86,669
7,3,https://m.weibo.cn/status/zkEnz3DYX?mblogid=zkEnz3DYX&luicode=10000011&lfid=1076031645498083,2013/2/24,"亲,元宵快乐, 将幸福、甜蜜包裹成圆滚滚的大汤圆！[吃汤圆] ",498,104,121
7,4,https://m.weibo.cn/status/zklzZdwKa?mblogid=zklzZdwKa&luicode=10000011&lfid=1076031645498083,2013/2/22,"爱丢三落四的人是否常这样。。。钱包你在哪里，我叫你一声你敢应吗？？？<span class=""url-icon""><img alt=[生病] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-9098a7d928.png"" style=""width:1em; height:1em;"" /></span> ",454,78,192
7,5,https://m.weibo.cn/status/zk2WfiZze?mblogid=zk2WfiZze&luicode=10000011&lfid=1076031645498083,2013/2/20,"【最注重保养的星座】第一名:白羊座；第二名:金牛座；第三名:天秤座；第四名:处女座；第五名:摩羯座 【天生丽质的星座】第一名:天秤座；第二名:天蝎座；第三名:处女座；第四名:双鱼座；第五名:狮子座<span class=""url-icon""><img alt=[得意地笑] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_deyidexiao-1b813ae195.png"" style=""width:1em; height:1em;"" /></span>天生丽质 ",436,104,424
7,7,https://m.weibo.cn/status/zjriphsm8?mblogid=zjriphsm8&luicode=10000011&lfid=1076031645498083,2013/2/16,"上班第一天，亲，你郁闷了吗？<span class=""url-icon""><img alt=[衰] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shuai-3dcd4d86c5.png"" style=""width:1em; height:1em;"" /></span> ",493,131,193
7,8,https://m.weibo.cn/status/zjhO4fH6I?mblogid=zjhO4fH6I&luicode=10000011&lfid=1076031645498083,2013/2/15,"放假的时间总是过的好快！<span class=""url-icon""><img alt=[伤心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-934f730572.png"" style=""width:1em; height:1em;"" /></span> ",331,129,383
7,9,https://m.weibo.cn/status/zj738ywMq?mblogid=zj738ywMq&luicode=10000011&lfid=1076031645498083,2013/2/14,"情人节快乐！祝福天下有情人终成眷属！<span class=""url-icon""><img alt=[羞嗒嗒] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" style=""width:1em; height:1em;"" /></span> ",551,180,118
8,0,https://m.weibo.cn/status/ziYHy8hsG?mblogid=ziYHy8hsG&luicode=10000011&lfid=1076031645498083,2013/2/13,想想不管昨天、今天、明天，能豁然开朗就是美好的一天，不管是亲情、友情、爱情，能永远珍惜的就是好心情.[过年啦] ,339,73,297
8,1,https://m.weibo.cn/status/ziPC0hhDv?mblogid=ziPC0hhDv&luicode=10000011&lfid=1076031645498083,2013/2/12,似水流年，花开花落，不要只是新年快乐，要天天快乐。[蛇年快乐] ,311,74,160
8,2,https://m.weibo.cn/status/ziGgDmCN8?mblogid=ziGgDmCN8&luicode=10000011&lfid=1076031645498083,2013/2/11,早晨笑一笑全天有情调，工作之余笑一笑满堂欢喜又热闹，晚上笑一笑睡个美满觉，烦恼之时笑一笑一切烦恼全忘掉！[蛇年快乐]新年快乐[蛇年快乐] ,388,76,142
